,MBID,#1 Most Used Key,Rate of 1st,#2 Most Used Key,Rate of 2nd,Total # Duplicates
176,9f94dca3-c874-475e-b5f1-2d8be07a1715,A#minor,33.3333333333,Amajor,33.33333333333333,3
177,9f9cf187-d6f9-437f-9d98-d59cdbd52757,Amajor,66.6666666667,Gmajor,33.33333333333333,3
178,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,A#minor,66.6666666667,Aminor,33.33333333333333,3
179,9ffabbe4-e078-4906-80a7-3a02b537e251,Bminor,66.6666666667,Amajor,33.33333333333333,3
180,9f381fef-7bbd-4f2a-be8b-2acd072bb7e1,Gmajor,25.0,Cminor,25.0,4
181,9f94dca3-c874-475e-b5f1-2d8be07a1715,A#minor,33.3333333333,Amajor,33.33333333333333,3
182,9ffabbe4-e078-4906-80a7-3a02b537e251,Amajor,33.3333333333,Fmajor,33.33333333333333,3
183,9ffabbe4-e078-4906-80a7-3a02b537e251,Amajor,50.0,Gmajor,25.0,4
184,9f381fef-7bbd-4f2a-be8b-2acd072bb7e1,Gmajor,75.0,Aminor,25.0,4
185,9f9cf187-d6f9-437f-9d98-d59cdbd52757,A#minor,33.3333333333,Amajor,33.33333333333333,3
186,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Fmajor,25.0,Amajor,25.0,4
187,9f381fef-7bbd-4f2a-be8b-2acd072bb7e1,Cminor,33.3333333333,F#minor,33.33333333333333,3
188,9f94dca3-c874-475e-b5f1-2d8be07a1715,A#minor,33.3333333333,Amajor,33.33333333333333,3
189,9ffabbe4-e078-4906-80a7-3a02b537e251,Amajor,25.0,Fminor,25.0,4
190,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,F#minor,33.3333333333,Amajor,33.33333333333333,3
191,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Gmajor,60.0,Cminor,20.0,5
192,9f94dca3-c874-475e-b5f1-2d8be07a1715,Bminor,33.3333333333,Gmajor,33.33333333333333,3
193,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Amajor,75.0,Cminor,25.0,4
194,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Cmajor,33.3333333333,A#minor,33.33333333333333,3
195,9f94dca3-c874-475e-b5f1-2d8be07a1715,Cmajor,33.3333333333,Fminor,33.33333333333333,3
196,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,A#minor,60.0,Amajor,40.0,5
197,9f9cf187-d6f9-437f-9d98-d59cdbd52757,Cmajor,66.6666666667,Bminor,33.33333333333333,3
198,9ffabbe4-e078-4906-80a7-3a02b537e251,Fminor,66.6666666667,A#minor,33.33333333333333,3
199,9f381fef-7bbd-4f2a-be8b-2acd072bb7e1,Gmajor,33.3333333333,Fminor,33.33333333333333,3
200,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,A#minor,33.3333333333,Gmajor,33.33333333333333,3
201,9ffabbe4-e078-4906-80a7-3a02b537e251,Cminor,33.3333333333,Cmajor,33.33333333333333,3
202,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Gmajor,33.3333333333,A#minor,33.33333333333333,3
203,9ffabbe4-e078-4906-80a7-3a02b537e251,Cmajor,66.6666666667,Fmajor,33.33333333333333,3
204,9ffabbe4-e078-4906-80a7-3a02b537e251,Cmajor,66.6666666667,F#minor,33.33333333333333,3
205,9f9cf187-d6f9-437f-9d98-d59cdbd52757,Gmajor,66.6666666667,A#minor,33.33333333333333,3
206,9ffabbe4-e078-4906-80a7-3a02b537e251,Fmajor,66.6666666667,Aminor,33.33333333333333,3
207,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,F#minor,66.6666666667,Amajor,33.33333333333333,3
208,9f9cf187-d6f9-437f-9d98-d59cdbd52757,Bminor,40.0,Cminor,40.0,5
209,9f94dca3-c874-475e-b5f1-2d8be07a1715,Fmajor,33.3333333333,Aminor,33.33333333333333,3
210,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Amajor,66.6666666667,A#minor,33.33333333333333,3
211,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Gmajor,50.0,Cmajor,25.0,4
212,9f381fef-7bbd-4f2a-be8b-2acd072bb7e1,Bminor,25.0,Fminor,25.0,4
213,9f9cf187-d6f9-437f-9d98-d59cdbd52757,Bminor,50.0,A#minor,25.0,4
214,9f94dca3-c874-475e-b5f1-2d8be07a1715,Aminor,33.3333333333,Fmajor,33.33333333333333,3
215,9f94dca3-c874-475e-b5f1-2d8be07a1715,A#minor,66.6666666667,Amajor,33.33333333333333,3
216,9f6d644d-b1f9-4c29-8e7d-18cf12434d7b,Amajor,66.6666666667,A#minor,33.33333333333333,3
217,9ffabbe4-e078-4906-80a7-3a02b537e251,Bminor,33.3333333333,A#minor,33.33333333333333,3
218,9f94dca3-c874-475e-b5f1-2d8be07a1715,Gmajor,66.6666666667,Fmajor,33.33333333333333,3
219,9f381fef-7bbd-4f2a-be8b-2acd072bb7e1,Amajor,75.0,Gmajor,25.0,4
220,9ffabbe4-e078-4906-80a7-3a02b537e251,Fminor,33.3333333333,Aminor,33.33333333333333,3
221,99c004fb-ba87-41be-afd4-e0157b40516a,Amajor,80.5555555556,Aminor,13.88888888888889,36
222,9940674c-7bb8-4de9-a5e8-9bd8f0d53897,Eminor,33.3333333333,Emajor,33.33333333333333,3
223,99c004fb-ba87-41be-afd4-e0157b40516a,Eminor,66.6666666667,Cmajor,33.33333333333333,3
224,9940674c-7bb8-4de9-a5e8-9bd8f0d53897,Eminor,33.3333333333,Fminor,33.33333333333333,3
225,99c004fb-ba87-41be-afd4-e0157b40516a,Eminor,100.0,Nan,Nan,4
226,99fccf2e-2043-4038-ac4c-ef5cc1d82a0f,Eminor,66.6666666667,Fmajor,33.33333333333333,3
227,99c004fb-ba87-41be-afd4-e0157b40516a,Eminor,66.6666666667,Cmajor,33.33333333333333,3
228,9940674c-7bb8-4de9-a5e8-9bd8f0d53897,Eminor,66.6666666667,A#minor,33.33333333333333,3
229,99fccf2e-2043-4038-ac4c-ef5cc1d82a0f,Eminor,33.3333333333,Cmajor,33.33333333333333,3
230,998e57a7-9ac2-47ee-ab37-936dee1478a3,Eminor,100.0,Nan,Nan,3
231,99c004fb-ba87-41be-afd4-e0157b40516a,Eminor,66.6666666667,Cmajor,33.33333333333333,3
232,995fe358-4938-4fb0-9e85-67e86611b28e,Eminor,66.6666666667,Emajor,33.33333333333333,3
233,99fccf2e-2043-4038-ac4c-ef5cc1d82a0f,Gmajor,33.3333333333,Eminor,33.33333333333333,3
234,998e57a7-9ac2-47ee-ab37-936dee1478a3,Gmajor,60.0,Aminor,20.0,5
235,99c004fb-ba87-41be-afd4-e0157b40516a,Cmajor,66.6666666667,A#minor,33.33333333333333,3
236,99c004fb-ba87-41be-afd4-e0157b40516a,Eminor,66.6666666667,Aminor,33.33333333333333,3
237,998e57a7-9ac2-47ee-ab37-936dee1478a3,Gmajor,50.0,Eminor,25.0,4
238,99fccf2e-2043-4038-ac4c-ef5cc1d82a0f,Cmajor,33.3333333333,Eminor,33.33333333333333,3
239,995fe358-4938-4fb0-9e85-67e86611b28e,Eminor,66.6666666667,Emajor,33.33333333333333,3
240,99b99f36-8cea-4df7-96e8-fe32965abc93,Eminor,66.6666666667,Gmajor,33.33333333333333,3
241,9940674c-7bb8-4de9-a5e8-9bd8f0d53897,Eminor,100.0,Nan,Nan,3
242,998e57a7-9ac2-47ee-ab37-936dee1478a3,Eminor,100.0,Nan,Nan,3
243,99c004fb-ba87-41be-afd4-e0157b40516a,Fmajor,33.3333333333,Eminor,33.33333333333333,3
244,99fccf2e-2043-4038-ac4c-ef5cc1d82a0f,Eminor,66.6666666667,Gmajor,33.33333333333333,3
245,99c004fb-ba87-41be-afd4-e0157b40516a,Eminor,100.0,Nan,Nan,4
246,99fccf2e-2043-4038-ac4c-ef5cc1d82a0f,Eminor,100.0,Nan,Nan,3
247,99c004fb-ba87-41be-afd4-e0157b40516a,Eminor,66.6666666667,Cmajor,33.33333333333333,3
248,99b99f36-8cea-4df7-96e8-fe32965abc93,Eminor,80.0,Cmajor,20.0,5
249,995fe358-4938-4fb0-9e85-67e86611b28e,Eminor,100.0,Nan,Nan,3
250,998e57a7-9ac2-47ee-ab37-936dee1478a3,Gmajor,66.6666666667,Eminor,33.33333333333333,3
251,9940674c-7bb8-4de9-a5e8-9bd8f0d53897,Amajor,33.3333333333,Eminor,33.33333333333333,3
252,99fccf2e-2043-4038-ac4c-ef5cc1d82a0f,Eminor,40.0,Emajor,40.0,5
